payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,validity_days
T79983663780,15760,7.99,2025-02-15,Standard,2025-03-17,active,True,30
T56075362114,15761,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T77316066274,15761,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T55319527345,15762,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T77748602723,15762,7.99,2025-02-14,Standard,2025-03-16,active,True,30
T74432822777,15763,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T57151083470,15763,4.99,2025-02-11,Student Plan,2025-03-13,active,True,30
T53050779981,15763,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T70155456051,15764,7.99,2024-12-11,Standard,2025-01-10,active,True,30
T71497375498,15764,7.99,2025-01-13,Standard,2025-02-12,active,True,30
T86635813043,15764,7.99,2025-02-14,Standard,2025-03-16,churned,False,30
T81298062592,15765,4.99,2024-12-11,Student Plan,2025-01-10,churned,False,30
T82839221670,15766,7.99,2024-12-11,Standard,2025-01-10,active,True,30
T85989632806,15766,7.99,2025-01-14,Standard,2025-02-13,active,True,30
T79992364348,15766,7.99,2025-02-15,Standard,2025-03-17,active,True,30
T51984993680,15767,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T79655314384,15767,4.99,2025-01-11,Student Plan,2025-02-10,churned,False,30
T57875122894,15768,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T78364258964,15768,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T97527189520,15768,4.99,2025-02-12,Student Plan,2025-03-14,churned,False,30
T57654482777,15769,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T69399543648,15769,12.99,2025-02-12,Premium,2025-04-13,active,True,60
T86014010288,15770,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T67340108603,15770,7.99,2025-02-11,Standard,2025-03-13,active,True,30
T68537293168,15771,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T61592739461,15771,12.99,2025-02-11,Premium,2025-04-12,churned,False,60
T54982451397,15772,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T68720458652,15772,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30
T70494067474,15772,4.99,2025-02-16,Student Plan,2025-03-18,churned,False,30
T80286656688,15773,7.99,2024-12-11,Standard,2025-01-10,active,True,30
T68449554447,15773,7.99,2025-01-12,Standard,2025-02-11,churned,False,30
T79459164923,15774,7.99,2024-12-11,Standard,2025-01-10,churned,False,30
T63800096979,15775,12.99,2024-12-11,Premium,2025-02-09,active,True,60
T67516467690,15775,12.99,2025-02-11,Premium,2025-04-12,active,True,60
T63234875115,15776,7.99,2024-12-11,Standard,2025-01-10,active,True,30
T62606397756,15776,7.99,2025-01-12,Standard,2025-02-11,churned,False,30
T71206862785,15777,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T83480120607,15777,4.99,2025-01-14,Student Plan,2025-02-13,active,True,30
T79405524963,15777,4.99,2025-02-18,Student Plan,2025-03-20,active,True,30
T84781315352,15778,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T61231919307,15778,12.99,2025-01-13,Premium,2025-03-14,active,True,60
T80551454947,15779,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T78365712147,15779,4.99,2025-01-13,Student Plan,2025-02-12,active,True,30
T96986401488,15779,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30
T83823132454,15780,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T70604609112,15780,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T69219977748,15780,4.99,2025-02-12,Student Plan,2025-03-14,churned,False,30
T68720927490,15781,12.99,2024-12-11,Premium,2025-02-09,churned,False,60
T51862911501,15782,4.99,2024-12-12,Student Plan,2025-01-11,active,True,30
T85411592515,15782,4.99,2025-01-16,Student Plan,2025-02-15,churned,False,30
T58764403275,15783,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T69791822030,15783,7.99,2025-01-13,Standard,2025-02-12,active,True,30
T88066631006,15783,12.99,2025-02-13,Premium,2025-04-14,active,True,60
T75681330953,15784,7.99,2024-12-12,Standard,2025-01-11,churned,False,30
T57814190297,15785,12.99,2024-12-12,Premium,2025-02-10,active,True,60
T58212362182,15785,12.99,2025-02-14,Premium,2025-04-15,active,True,60
T80446278400,15786,4.99,2024-12-12,Student Plan,2025-01-11,churned,False,30
T82663674156,15787,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T88321481794,15787,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T63193838688,15787,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T57521115112,15788,12.99,2024-12-12,Premium,2025-02-10,active,True,60
T60114238522,15788,12.99,2025-02-11,Premium,2025-04-12,active,True,60
T59732599724,15789,4.99,2024-12-12,Student Plan,2025-01-11,active,True,30
T76497022965,15789,4.99,2025-01-14,Student Plan,2025-02-13,active,True,30
T87632173283,15789,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30
T88002986885,15790,4.99,2024-12-12,Student Plan,2025-01-11,churned,False,30
T65949608850,15791,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T95971365337,15791,7.99,2025-01-13,Standard,2025-02-12,active,True,30
T74607192270,15791,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T86868843142,15792,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T50661921327,15792,7.99,2025-01-12,Standard,2025-02-11,active,True,30
T82173814325,15792,7.99,2025-02-16,Standard,2025-03-18,active,True,30
T79957435001,15793,4.99,2024-12-12,Student Plan,2025-01-11,active,True,30
T93246533400,15793,4.99,2025-01-15,Student Plan,2025-02-14,churned,False,30
T55792898713,15794,4.99,2024-12-12,Student Plan,2025-01-11,active,True,30
T96257736467,15794,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T58437668050,15794,4.99,2025-02-18,Student Plan,2025-03-20,active,True,30
T76866069218,15795,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T63927410575,15795,7.99,2025-01-12,Standard,2025-02-11,active,True,30
T85010275195,15795,4.99,2025-02-16,Student Plan,2025-03-18,active,True,30
T66650449135,15796,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T92643099338,15796,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T81051406461,15796,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T84392596462,15797,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T85140508434,15797,12.99,2025-01-16,Premium,2025-03-17,active,True,60
T68163699169,15798,4.99,2024-12-12,Student Plan,2025-01-11,churned,False,30
T69616704965,15799,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T65931311658,15799,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T69276713388,15800,4.99,2024-12-13,Student Plan,2025-01-12,active,True,30
T69637306437,15800,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30
T69600740494,15800,12.99,2025-02-20,Premium,2025-04-21,active,True,60
T50226624143,15801,7.99,2024-12-13,Standard,2025-01-12,churned,False,30
T79095155215,15802,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T62305659230,15802,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T70597273592,15802,7.99,2025-02-19,Standard,2025-03-21,churned,False,30
T93631282504,15803,4.99,2024-12-13,Student Plan,2025-01-12,active,True,30
T85415035657,15803,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30
T82857948458,15803,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T67150187522,15804,4.99,2024-12-13,Student Plan,2025-01-12,churned,False,30
T99256193829,15805,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T69846074752,15805,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T56735862663,15806,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T67285629458,15806,7.99,2025-01-13,Standard,2025-02-12,active,True,30
T96881384312,15806,7.99,2025-02-13,Standard,2025-03-15,active,True,30
T58157547528,15807,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T86625941401,15807,12.99,2025-02-15,Premium,2025-04-16,active,True,60
T55771837256,15808,4.99,2024-12-13,Student Plan,2025-01-12,active,True,30
T55510404314,15808,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T51020224604,15808,12.99,2025-02-19,Premium,2025-04-20,active,True,60
T66104141856,15809,4.99,2024-12-13,Student Plan,2025-01-12,active,True,30
T60149499471,15809,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30
T85090559527,15809,7.99,2025-02-20,Standard,2025-03-22,active,True,30
T57329686022,15810,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T61055307523,15810,12.99,2025-02-15,Premium,2025-04-16,active,True,60
T99000917068,15811,4.99,2024-12-13,Student Plan,2025-01-12,active,True,30
T81660825522,15811,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30
T95826911219,15811,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30
T83869583059,15812,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T60567101461,15812,7.99,2025-01-16,Standard,2025-02-15,churned,False,30
T82208987197,15813,4.99,2024-12-13,Student Plan,2025-01-12,churned,False,30
T70838811724,15814,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T59843205826,15814,12.99,2025-01-13,Premium,2025-03-14,active,True,60
T98011425032,15815,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T67940474544,15815,12.99,2025-02-12,Premium,2025-04-13,active,True,60
T89734244655,15816,7.99,2024-12-13,Standard,2025-01-12,churned,False,30
T86022897785,15817,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T59882787043,15817,12.99,2025-02-15,Premium,2025-04-16,active,True,60
T52118318023,15818,4.99,2024-12-13,Student Plan,2025-01-12,churned,False,30
T70943800112,15819,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T59269534625,15819,7.99,2025-01-14,Standard,2025-02-13,churned,False,30
T89821797645,15820,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T54575503900,15820,7.99,2025-02-16,Standard,2025-03-18,active,True,30
T67712012575,15821,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T58894210187,15821,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T62670423069,15821,7.99,2025-02-18,Standard,2025-03-20,active,True,30
T72062252231,15822,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T90720294005,15822,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30
T92871016017,15822,7.99,2025-02-18,Standard,2025-03-20,active,True,30
T92326549626,15823,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T86364355350,15823,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T82798367596,15823,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T50869917719,15824,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T77258848542,15824,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T86757748128,15824,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T52783587961,15825,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T56970339452,15825,7.99,2025-02-13,Standard,2025-03-15,churned,False,30
T72542907814,15826,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T59083632501,15826,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T70029965987,15826,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T62546481618,15827,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T76812849077,15827,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T63740940094,15827,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T62026253264,15828,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T82329480608,15828,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T54785630073,15828,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T70660545287,15829,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T68706212040,15829,7.99,2025-01-14,Standard,2025-02-13,active,True,30
T74743112096,15829,7.99,2025-02-17,Standard,2025-03-19,churned,False,30
T65029623778,15830,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T53212554995,15830,12.99,2025-02-14,Premium,2025-04-15,active,True,60
T85785370548,15831,4.99,2024-12-14,Student Plan,2025-01-13,churned,False,30
T70038404313,15832,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T51146495863,15832,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T82569190075,15833,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T70226894714,15833,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T84575733338,15833,7.99,2025-02-20,Standard,2025-03-22,active,True,30
T68655126738,15834,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T86520630990,15834,12.99,2025-01-17,Premium,2025-03-18,active,True,60
T97736895477,15835,4.99,2024-12-14,Student Plan,2025-01-13,churned,False,30
T63089547420,15836,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T83198211439,15836,7.99,2025-02-16,Standard,2025-03-18,active,True,30
T60158674412,15837,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T59094030204,15837,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T87117463480,15837,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T83928460292,15838,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T53902961387,15838,12.99,2025-01-15,Premium,2025-03-16,active,True,60
T72204356906,15839,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T53376902444,15839,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T52010025041,15840,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T88578591378,15840,12.99,2025-02-14,Premium,2025-04-15,active,True,60
T89902922611,15841,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T85034954070,15841,7.99,2025-01-15,Standard,2025-02-14,churned,False,30
T90310326393,15842,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T96374088320,15842,12.99,2025-02-14,Premium,2025-04-15,active,True,60
T79927863114,15843,4.99,2024-12-14,Student Plan,2025-01-13,churned,False,30
T70273704508,15844,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T60715315574,15844,7.99,2025-01-17,Standard,2025-02-16,churned,False,30
T87778292253,15845,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T52970415827,15845,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30
T77200028391,15845,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30
T86792431316,15846,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T99398746207,15846,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T54225754956,15846,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T97537505589,15847,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T75324678534,15847,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30
T76632345050,15847,7.99,2025-02-18,Standard,2025-03-20,churned,False,30
T74030521423,15848,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T53992338633,15848,7.99,2025-01-14,Standard,2025-02-13,active,True,30
T67113551228,15848,7.99,2025-02-14,Standard,2025-03-16,active,True,30
T88885953736,15849,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T90595518775,15849,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30
T95919114972,15849,4.99,2025-02-15,Student Plan,2025-03-17,churned,False,30
T88638943871,15850,4.99,2024-12-15,Student Plan,2025-01-14,active,True,30
T97307781951,15850,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30
T65059797983,15850,4.99,2025-02-18,Student Plan,2025-03-20,active,True,30
T94261618253,15851,12.99,2024-12-15,Premium,2025-02-13,active,True,60
T60676907505,15851,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T76369568763,15852,12.99,2024-12-15,Premium,2025-02-13,churned,False,60
T73356635171,15853,12.99,2024-12-15,Premium,2025-02-13,active,True,60
T70895961500,15853,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T58550829199,15854,7.99,2024-12-15,Standard,2025-01-14,churned,False,30
T75029214087,15855,12.99,2024-12-15,Premium,2025-02-13,active,True,60
T95865339291,15855,7.99,2025-02-14,Standard,2025-03-16,active,True,30
T80285197010,15856,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T68837819545,15856,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T90534540039,15856,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T83900229551,15857,4.99,2024-12-15,Student Plan,2025-01-14,active,True,30
T87103941239,15857,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T84168222953,15857,7.99,2025-02-15,Standard,2025-03-17,active,True,30
T92188857932,15858,4.99,2024-12-15,Student Plan,2025-01-14,active,True,30
T70039856830,15858,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30
T71409956715,15858,4.99,2025-02-18,Student Plan,2025-03-20,active,True,30
T80142037058,15859,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T82688725846,15859,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T63430251736,15859,12.99,2025-02-18,Premium,2025-04-19,active,True,60
T62866280096,15860,4.99,2024-12-15,Student Plan,2025-01-14,churned,False,30
T77607570234,15861,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T84456445846,15861,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T55033696143,15861,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T74031453136,15862,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T66566420961,15862,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T56430167461,15862,7.99,2025-02-16,Standard,2025-03-18,active,True,30
T90727336627,15863,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T52022021676,15863,7.99,2025-01-19,Standard,2025-02-18,active,True,30
T75899003812,15863,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T84980905448,15864,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T60327641734,15864,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T79899292413,15864,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T99395650413,15865,12.99,2024-12-15,Premium,2025-02-13,churned,False,60
T57939984613,15866,12.99,2024-12-15,Premium,2025-02-13,churned,False,60
T96373873411,15867,4.99,2024-12-15,Student Plan,2025-01-14,active,True,30
T92434157720,15867,12.99,2025-01-19,Premium,2025-03-20,active,True,60
T73162663725,15868,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T66719647969,15868,7.99,2025-01-17,Standard,2025-02-16,churned,False,30
T73437795478,15869,12.99,2024-12-15,Premium,2025-02-13,churned,False,60
T60413067148,15870,4.99,2024-12-15,Student Plan,2025-01-14,active,True,30
T79957489363,15870,4.99,2025-01-19,Student Plan,2025-02-18,churned,False,30
T57183580789,15871,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T73011264118,15871,7.99,2025-01-19,Standard,2025-02-18,active,True,30
T67546013564,15871,7.99,2025-02-20,Standard,2025-03-22,active,True,30
T90049540304,15872,12.99,2024-12-15,Premium,2025-02-13,active,True,60
T98286919455,15872,12.99,2025-02-15,Premium,2025-04-16,active,True,60
T90115312458,15873,7.99,2024-12-16,Standard,2025-01-15,churned,False,30
T70250132284,15874,12.99,2024-12-16,Premium,2025-02-14,active,True,60
T95497735582,15874,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T64676372145,15875,7.99,2024-12-16,Standard,2025-01-15,churned,False,30
T81542308962,15876,7.99,2024-12-16,Standard,2025-01-15,churned,False,30
T76467828180,15877,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T90020630732,15877,7.99,2025-01-20,Standard,2025-02-19,active,True,30
T73430989582,15877,12.99,2025-02-20,Premium,2025-04-21,active,True,60
T78784660760,15878,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T56629798257,15878,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T87862611618,15878,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T97086029138,15879,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T67242422987,15879,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30
T92337576379,15879,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30
T51622824485,15880,12.99,2024-12-16,Premium,2025-02-14,active,True,60
T52369830452,15880,12.99,2025-02-18,Premium,2025-04-19,churned,False,60
T75470543904,15881,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T73956209400,15881,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30
T80189849790,15881,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30
T93209148239,15882,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T59934200672,15882,7.99,2025-01-16,Standard,2025-02-15,churned,False,30
T55673064489,15883,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T63191574229,15883,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30
T70885405126,15883,12.99,2025-02-21,Premium,2025-04-22,churned,False,60
T73553712233,15884,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T73881166863,15884,7.99,2025-01-19,Standard,2025-02-18,active,True,30
T74401039215,15884,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T77695804758,15885,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T93523938605,15885,7.99,2025-01-18,Standard,2025-02-17,churned,False,30
T90440617104,15886,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T74417432264,15886,4.99,2025-01-17,Student Plan,2025-02-16,churned,False,30
T67885542510,15887,12.99,2024-12-16,Premium,2025-02-14,active,True,60
T80187694529,15887,12.99,2025-02-15,Premium,2025-04-16,active,True,60
T50556899122,15888,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T54495958201,15888,7.99,2025-01-16,Standard,2025-02-15,churned,False,30
T72115493758,15889,12.99,2024-12-16,Premium,2025-02-14,active,True,60
T51279137499,15889,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T91450901408,15890,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T69723676114,15890,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30
T61887825221,15890,12.99,2025-02-22,Premium,2025-04-23,active,True,60
T91664920251,15891,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T74113754279,15891,12.99,2025-01-16,Premium,2025-03-17,active,True,60
T54718881487,15892,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T93151930732,15892,4.99,2025-01-17,Student Plan,2025-02-16,churned,False,30
T50053692000,15893,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T70222482688,15893,7.99,2025-01-18,Standard,2025-02-17,churned,False,30
T81472496309,15894,4.99,2024-12-16,Student Plan,2025-01-15,churned,False,30
T88745493804,15895,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T50927098181,15895,12.99,2025-02-18,Premium,2025-04-19,active,True,60
T79632451879,15896,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T79627814213,15896,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T56399194310,15896,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T89386182838,15897,4.99,2024-12-17,Student Plan,2025-01-16,churned,False,30
T72802161986,15898,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T62775723853,15898,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T82391244861,15898,7.99,2025-02-22,Standard,2025-03-24,churned,False,30
T75455161846,15899,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T51753014004,15899,7.99,2025-02-16,Standard,2025-03-18,active,True,30
T62939966627,15900,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30
T87578194885,15900,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30
T89628591283,15900,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30
T51219545404,15901,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30
T54213094374,15901,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30
T93782381851,15901,4.99,2025-02-21,Student Plan,2025-03-23,churned,False,30
T50239520749,15902,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30
T72707167804,15902,7.99,2025-01-21,Standard,2025-02-20,active,True,30
T85268724392,15902,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T89860889612,15903,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30
T67213770435,15903,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30
T53402950121,15903,4.99,2025-02-24,Student Plan,2025-03-26,active,True,30
T63318866663,15904,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T95214427853,15904,12.99,2025-02-19,Premium,2025-04-20,active,True,60
T90848061863,15905,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T96532911371,15905,12.99,2025-02-20,Premium,2025-04-21,active,True,60
T52546495422,15906,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T75931062166,15906,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T50891012093,15906,7.99,2025-02-20,Standard,2025-03-22,active,True,30
T60415306869,15907,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T53345940887,15907,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T83714689034,15908,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T81949324626,15908,12.99,2025-02-17,Premium,2025-04-18,churned,False,60
T79995930069,15909,4.99,2024-12-17,Student Plan,2025-01-16,churned,False,30
T82700300382,15910,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T59686881083,15910,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T94037086983,15910,7.99,2025-02-22,Standard,2025-03-24,active,True,30
T91221243026,15911,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T91866716272,15911,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T86131843154,15912,4.99,2024-12-17,Student Plan,2025-01-16,churned,False,30
T66588019127,15913,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30
T50041770733,15913,4.99,2025-01-17,Student Plan,2025-02-16,churned,False,30
T83125736017,15914,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T60271925594,15914,7.99,2025-01-21,Standard,2025-02-20,active,True,30
T60822757458,15914,7.99,2025-02-21,Standard,2025-03-23,churned,False,30
T87200628824,15915,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T60796625296,15915,7.99,2025-01-19,Standard,2025-02-18,active,True,30
T52817852867,15915,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T71651298432,15916,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T80554806250,15916,7.99,2025-01-19,Standard,2025-02-18,active,True,30
T63728415652,15916,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T72488848901,15917,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T94023213539,15917,7.99,2025-01-18,Standard,2025-02-17,active,True,30
T86392167696,15917,7.99,2025-02-18,Standard,2025-03-20,active,True,30
T80092630157,15918,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T67922065842,15918,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T75252065049,15919,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T57905806787,15919,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T53677046829,15920,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30
T71681363975,15920,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30
T65952163998,15920,4.99,2025-02-23,Student Plan,2025-03-25,active,True,30
T71619525003,15921,12.99,2024-12-17,Premium,2025-02-15,active,True,60
T97139419901,15921,12.99,2025-02-20,Premium,2025-04-21,active,True,60
T52722160212,15922,12.99,2024-12-18,Premium,2025-02-16,active,True,60
T96980161805,15922,7.99,2025-02-18,Standard,2025-03-20,active,True,30
T91733515922,15923,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30
T64222132138,15923,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30
T70768928580,15923,7.99,2025-02-21,Standard,2025-03-23,active,True,30
T71477099861,15924,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30
